timestamp,cpu_percent_mean,memory_percent_mean,memory_used_mean,gpu_utilization_mean,gpu_memory_used_mean,gpu_memory_free_mean,gpu_memory_total_mean
2025-03-17 23:28:50,0.0,39.2,5.510585784912109,0.0,15965.3125,6608.8125,23034.0
2025-03-17 23:28:55,11.318165099214875,40.305125227653036,5.626690810151165,12.760480422955105,16167.818900631584,6406.306026638372,23034.0
2025-03-17 23:29:00,18.522486348420927,41.31839945535308,5.704455582923952,51.24027094824904,16377.588284639136,6196.536679342486,23034.0
2025-03-17 23:29:05,21.227479013535095,41.647065778244986,5.733710432200373,67.56631373677413,16452.78356864802,6121.341418791636,23034.0
2025-03-17 23:29:10,22.41754251101651,41.80758613302988,5.748715148243938,75.5399545992853,16498.149007418564,6075.975980790934,23034.0
2025-03-17 23:29:15,23.1490712160443,41.905892121970766,5.758038638849907,79.70462289546124,16525.93172077282,6048.1932745179265,23033.999999999996
2025-03-17 23:29:20,23.635616773073856,41.97130519684931,5.764240450691253,81.50731592977587,16544.58732815603,6029.5376663607885,23034.000000000004
2025-03-17 23:29:25,23.96749054952473,42.01824662976081,5.768835681359309,83.97606013668363,16558.11517603043,6016.0098204501355,23034.0
2025-03-17 23:29:30,24.205013654510925,42.06220501959287,5.772474901626511,85.84803092422102,16568.240306024483,6005.884691030701,23034.000000000004
2025-03-17 23:29:35,24.404958058600844,42.099946795644016,5.775459187956256,87.11001568470823,16576.18118497979,5997.943813466535,23034.0
2025-03-17 23:29:40,24.578015835946754,42.12968717689746,5.777871686251087,88.11519312145818,16582.43857557238,5991.686422347627,23034.000000000004
2025-03-17 23:29:45,24.714646121870413,42.154237306023944,5.779862156513405,89.09250453905193,16587.60392870482,5986.521070271646,23034.000000000004
2025-03-17 23:29:50,25.064656615215274,42.1805671557878,5.782499924938551,89.90671234479031,16591.907709048945,5982.217290130276,23034.000000000007
2025-03-17 23:29:55,25.138729943679934,42.20510438290222,5.785024812904755,89.92084366305662,16595.549109171217,5978.57588967858,23034.000000000004
2025-03-17 23:30:00,25.19736092277313,42.22615331583997,5.787122910259267,90.56652555590982,16598.672832899716,5975.452166108435,23034.0
2025-03-17 23:30:05,25.244230727239856,42.24439639716206,5.788976595829028,90.99489572269869,16601.38015856872,5972.744840809731,23034.000000000004
2025-03-17 23:30:10,25.294620849219804,42.26035404532685,5.790615136722587,91.21838467505734,16603.748322529686,5970.376676665872,23034.000000000007
2025-03-17 23:30:15,25.33503851328586,42.274449526454035,5.792052594859803,91.67948148145996,16605.840133824167,5968.284865542329,23034.000000000007
2025-03-17 23:30:20,25.369192411185974,42.28696691874189,5.793308565649577,92.14124544004274,16607.69775108108,5966.427248490688,23034.000000000007
2025-03-17 23:30:25,25.399233989461322,42.298165974670425,5.7944618411206585,92.0549717794952,16609.35972542897,5964.765274104709,23034.000000000015
2025-03-17 23:30:30,25.430468099021244,42.30827021682409,5.795523929615086,92.29060164294451,16610.85922427522,5963.265775394955,23034.000000000007
2025-03-17 23:30:35,25.460370714866507,42.317378990060426,5.796480455808219,92.65686304980625,16612.210994260484,5961.914005344844,23034.000000000007
2025-03-17 23:30:40,25.484978739733403,42.325679884580914,5.797361364649728,92.54105110815148,16613.442871725834,5960.682127923963,23034.000000000004
2025-03-17 23:30:45,25.538965232223983,42.33326275674148,5.798142078478194,92.40626276007458,16614.568192163573,5959.556807593441,23034.0
2025-03-17 23:30:50,25.55661271320129,42.340195995498206,5.798899590543267,92.72640776497187,16615.597105548735,5958.5278942379455,23034.000000000004
2025-03-17 23:30:55,25.573983467115976,42.34658576735974,5.799615803137708,92.76106878079388,16616.54536690764,5957.5796328557135,23034.000000000004
2025-03-17 23:31:00,25.58891736517992,42.35248446595044,5.800324892951566,92.86783234959405,16617.4207518419,5956.704247900592,23034.000000000007
2025-03-17 23:31:05,25.60305346535179,42.3579362764211,5.8010420566746115,93.092563680974,16618.229816715797,5955.895183048499,23034.00000000001
2025-03-17 23:31:10,25.61475575861984,42.36301130729122,5.801807127953618,93.33932210095232,16618.982966132186,5955.14203365881,23034.000000000007
2025-03-17 23:31:15,25.624398269151527,42.36773268115079,5.802566464534753,93.32231865089446,16619.68363220678,5954.441367629355,23034.00000000001
2025-03-17 23:31:20,25.635319046283183,42.37214662470507,5.8032937680007475,93.46259503361794,16620.338674590013,5953.786325275966,23034.00000000001
2025-03-17 23:31:25,25.643285579981185,42.3762641196492,5.804006843370186,93.39229530432556,16620.949723592275,5953.175276206289,23034.000000000007
2025-03-17 23:31:30,25.652614216376378,42.38012882818639,5.8046878833343145,93.59867722595249,16621.52325791952,5952.601741898206,23034.000000000007
2025-03-17 23:31:35,25.665384149225602,42.383763207579065,5.805340857579314,93.70310616156125,16622.062610673463,5952.0623891331015,23034.000000000004
2025-03-17 23:31:40,25.675588148689204,42.38717854164191,5.80594820643998,93.6343922097134,16622.569456245663,5951.555543633239,23034.0
2025-03-17 23:31:45,25.686657216792717,42.392403248204374,5.806554600322374,93.7704950089193,16623.047536128444,5951.077463722898,23034.000000000004
2025-03-17 23:31:50,25.694562536375443,42.39817175696681,5.807154798739943,93.8227117477853,16623.49949208504,5950.625507780596,23034.0
2025-03-17 23:31:55,25.700668877714527,42.403619863146915,5.807767815290856,93.95807414367647,16623.92634464099,5950.198655264229,23034.000000000004
2025-03-17 23:32:00,25.70939190226492,42.408792163340806,5.808370502823256,93.83110308774819,16624.331588359495,5949.793411560105,23034.000000000007
2025-03-17 23:32:05,25.717108556815198,42.41369258641245,5.808946806088931,93.9433380111202,16624.715530779107,5949.409469127353,23034.0
